Region,Localisation,Type,Nature,Area,#Bathrooms,#Bedrooms,Price
Tunis,,Appartement,À Vendre,172.0,1.0,2,750000.0
Tunis,,Appartement,À Vendre,160.0,3.0,335,350000.0
Nabeul,,Appartement,À Vendre,85.0,1.0,2,130000.0
Tunis,,Appartement,À Vendre,,,2,390000.0
Tunis,,,À Vendre,180.0,1.0,3,550000.0
Tunis,,,À Vendre,72.0,1.0,4,320000.0
Ariana,,Appartement,À Vendre,143.0,1.0,3,0.0
Ariana,,Appartement,À Vendre,105.0,1.0,2,210000.0
Ariana,,Appartement,À Vendre,39.0,1.0,1,0.0
Tunis,,Appartement,À Vendre,128.0,2.0,2,395000.0
Ariana,,,À Vendre,55.0,1.0,1,165000.0
Ariana,,Appartement,À Vendre,38.0,1.0,1,165000.0
Ariana,,,À Vendre,100.0,1.0,3,220000.0
Nabeul,,villa,À Vendre,169.0,1.0,3,210000.0
Ben Arous,,,À Vendre,117.0,1.0,3,200000.0
Ben Arous,,Appartement,À Vendre,104.0,2.0,3,250000.0
Ben Arous,,Appartement,À Vendre,,,2,230000.0
Bizerte,,,À Vendre,200.0,2.0,200,150.0
Sfax,,,À Vendre,80.0,1.0,3,75000.0
Sfax,,,sale,,2.0,,260000.0
Tunis,,Appartement,À Vendre,81.0,1.0,3,200000.0
Tunis,,Appartement,À Vendre,,,,180000.0
Ariana,,,À Vendre,50.0,1.0,2,155000.0
Ariana,,Appartement,À Vendre,88.0,1.0,2,240000.0
Ariana,,Appartement,À Vendre,165.0,2.0,3,390000.0
Ariana,,Appartement,À Vendre,200.0,2.0,4,510000.0
Sousse,,Appartement,À Vendre,151.0,2.0,3,480000.0
Nabeul,,Appartement,À Vendre,90.0,1.0,2,165000.0
Nabeul,,Appartement,À Vendre,100.0,1.0,1,179998.0
Nabeul,,Appartement,À Vendre,95.0,1.0,1,140000.0
La Manouba,,,À Vendre,0.0,2.0,5,0.0
Ariana,,,À Vendre,130.0,1.0,3,240000.0
Tunis,,Appartement,À Vendre,207.0,2.0,3,330000.0
Tunis,,Appartement,À Vendre,113.0,2.0,2,330000.0
Tunis,,Appartement,À Vendre,,,,240000.0
Nabeul,,Appartement,À Vendre,100.0,1.0,2,230000.0
Sousse,,,À Vendre,300.0,2.0,4,0.0
Ben Arous,,,À Vendre,107.0,1.0,2,160000.0
Tunis,,Appartement,À Vendre,0.0,0.0,2,275000.0
Tunis,,Appartement,À Vendre,140.0,0.0,2,385000.0
Sousse,,,À Vendre,60.0,1.0,1,150000.0
Sousse,,Appartement,À Vendre,120.0,1.0,3,310000.0
Ariana,,,À Vendre,65.0,1.0,1,165000.0
La Manouba,,Appartement,À Vendre,101.0,1.0,3,220000.0
Nabeul,,,À Vendre,140.0,2.0,2,470000.0
Tunis,,Appartement,À Vendre,65.0,1.0,3,95000.0
Ariana,,Appartement,À Vendre,71.0,1.0,1,220000.0
Tunis,,Appartement,À Vendre,88.0,1.0,3,240000.0
Sousse,,Appartement,À Vendre,88.0,1.0,1,285000.0
Sousse,,Appartement,À Vendre,300.0,0.0,3,1.0
Ariana,,,À Vendre,99.0,0.0,2,420000.0
Ariana,,,À Louer,40.0,1.0,01,155000.0
Ben Arous,,Appartement,À Vendre,110.0,1.0,2,220000.0
Ariana,,,À Vendre,125.0,1.0,3,420000.0
Tunis,,Appartement,À Vendre,120.0,2.0,2,335000.0
Nabeul,,,À Vendre,70.0,1.0,1,260000.0
Ben Arous,,,À Vendre,135.0,1.0,3,240000.0
Nabeul,,,À Vendre,366.0,2.0,3,0.0
Ariana,,Appartement,À Vendre,183.0,1.0,3,1.0
Sfax,,,À Vendre,181.0,2.0,3,0.0
Ben Arous,,Appartement,À Vendre,102.0,2.0,2,250000.0
Nabeul,,,À Vendre,137.0,1.0,1,350000.0
Ben Arous,,Appartement,À Vendre,125.0,2.0,3,260000.0
Ben Arous,,Appartement,À Vendre,98.0,2.0,2,205000.0
Ben Arous,,Appartement,À Vendre,78.0,1.0,2,135000.0
Ariana,,,À Vendre,,,3,340000.0
Ariana,,Appartement,À Vendre,136.0,2.0,3,0.0
Tunis,,,À Vendre,,1.0,,570000.0
Tunis,,,À Vendre,,,2,340000.0
Ben Arous,,,À Vendre,122.0,2.0,2,230000.0
Ben Arous,,Appartement,À Vendre,100.0,2.0,2,150001.0
Nabeul,,,À Louer,230.0,4.0,4,660000.0
Ariana,,Appartement,À Vendre,147.0,2.0,3,540000.0
Tunis,,Appartement,À Vendre,110.0,1.0,1,255000.0
Tunis,,Appartement,À Vendre,131.0,2.0,3,486000.0
Tunis,,Appartement,À Vendre,63.0,1.0,1,340000.0
Tunis,,,À Vendre,236.0,3.0,2,1100000.0
Tunis,,Appartement,À Vendre,198.0,2.0,2,710000.0
Tunis,,Appartement,À Vendre,260.0,2.0,4,1500000.0
Tunis,,,À Vendre,208.0,3.0,4,800000.0
Sfax,,Appartement,À Vendre,100.0,1.0,3,150.0
Mahdia,,,À Vendre,116.84,2.0,2,450000.0
Ariana,,villa,À Vendre,240.0,2.0,3,950000.0
Nabeul,,,À Vendre,65.0,0.0,1,235000.0
Nabeul,,Appartement,À Vendre,104.0,1.0,2,362999.0
Nabeul,,Appartement,À Vendre,115.0,0.0,2,411000.0
Nabeul,,,À Vendre,107.0,0.0,2,410000.0
Nabeul,,,À Vendre,163.0,2.0,3,490000.0
Sousse,,Appartement,À Vendre,410.0,2.0,5,650000.0
Ariana,,villa,À Louer,253.0,5.0,5,1230000.0
Ariana,,,À Vendre,,,,350000.0
Ariana,,Appartement,À Vendre,190.0,1.0,2,450000.0
Nabeul,,,À Vendre,60.0,1.0,1,260000.0
Ariana,,Appartement,À Vendre,68.0,0.0,1,1.0
Ariana,,,À Louer,,1.0,,201998.0
Tunis,,Appartement,À Vendre,65.0,0.0,1,107250.0
Ben Arous,,Appartement,À Vendre,100.0,1.0,3,1.0
Ariana,,Appartement,À Vendre,,,5,360000.0
Tunis,,,À Vendre,82.0,1.0,1,220000.0
Tunis,,,À Vendre,75.0,1.0,2,160000.0
Nabeul,,,À Vendre,70.0,1.0,4,259000.0
Tunis,,Appartement,À Vendre,43.0,1.0,1,250000.0
Tunis,,,À Vendre,127.0,2.0,3,525000.0
Nabeul,,,À Vendre,138.0,2.0,2,360000.0
Ariana,,Appartement,À Vendre,,,4,550000.0
Tunis,,,À Vendre,160.0,2.0,3,440000.0
Ariana,,Appartement,À Vendre,67.0,1.0,1,195000.0
Ariana,,,À Vendre,160.0,2.0,4,730000.0
Tunis,,Appartement,À Vendre,118.0,1.0,2,297000.0
Tunis,,,À Vendre,67.0,1.0,0,236000.0
Bizerte,,,À Vendre,104.0,2.0,4,174999.0
Ben Arous,,Appartement,À Vendre,85.0,1.0,2,135000.0
Ariana,,,À Vendre,110.0,2.0,3,450000.0
Tunis,,Appartement,À Vendre,130.0,2.0,2,390000.0
Tunis,,Appartement,À Vendre,90.0,0.0,2,480000.0
Tunis,,Appartement,À Vendre,150.0,2.0,3,390000.0
Ariana,,,À Vendre,154.0,3.0,3,480000.0
Ariana,,Appartement,À Vendre,114.0,1.0,2,440000.0
Bizerte,,Appartement,À Vendre,123.0,1.0,2,190000.0
Bizerte,,Appartement,À Vendre,100.0,1.0,2,170000.0
Tunis,,Appartement,À Vendre,,,,0.0
Ariana,,,À Vendre,104.0,1.0,3,155000.0
Tunis,,Appartement,À Vendre,,,,0.0
Tunis,,Appartement,À Vendre,,,,0.0
Nabeul,,,À Vendre,345.0,3.0,4,960000.0
Tunis,,,À Vendre,118.0,1.0,2,290000.0
Tunis,,Appartement,À Vendre,174.43,1.0,3,0.0
Tunis,,,À Vendre,120.0,1.0,0,289998.0
Ben Arous,,Appartement,À Vendre,80.0,1.0,3,110000.0
Ben Arous,,Appartement,À Vendre,115.0,1.0,4,135000.0
Ariana,,,À Vendre,143.0,2.0,2,395000.0
Tunis,,,,,,1,0.0
Ariana,,Appartement,À Vendre,115.0,2.0,03,290000.0
Ariana,,,À Vendre,210.0,2.0,4,0.0
Tunis,,,À Vendre,127.0,2.0,3,400.0
Sousse,,,À Vendre,120.0,2.0,3,390000.0
Tunis,,,À Vendre,132.0,1.0,3,320000.0
Tunis,,,À Vendre,,2.0,,320000.0
Nabeul,,Appartement,À Vendre,,1.0,,75000.0
Nabeul,,Appartement,À Vendre,110.0,1.0,1,0.0
Tunis,,,À Vendre,64.0,1.0,1,205000.0
Tunis,,,À Vendre,80.0,0.0,2,244999.0
Tunis,,,À Vendre,138.0,1.0,1,290000.0
Tunis,,,À Vendre,,1.0,,263610.0
Ben Arous,,Appartement,À Vendre,70.0,1.0,2,200000.0
Nabeul,,Appartement,À Vendre,90.0,1.0,2,165000.0
Tunis,,Appartement,À Louer,100.0,1.0,2,240000.0
Tunis,,,À Vendre,99.0,1.0,2,338000.0
Ben Arous,,Appartement,À Vendre,180.0,2.0,3,0.0
Ben Arous,,Appartement,À Vendre,110.0,1.0,1,0.0
Ben Arous,,Appartement,À Vendre,113.0,1.0,2,1.0
Nabeul,,,À Vendre,160.0,1.0,2,400000.0
Tunis,,,À Vendre,200.0,2.0,3,0.0
Nabeul,,,À Vendre,97.0,1.0,2,400000.0
Tunis,,,À Vendre,25.0,1.0,1,115000.0
Ariana,,Appartement,À Vendre,130.0,1.0,3,260000.0
Ariana,,Appartement,À Vendre,130.0,1.0,3,260000.0
Ariana,,Appartement,À Vendre,140.0,2.0,3,300000.0
Ariana,,Appartement,À Vendre,145.0,2.0,3,300000.0
La Manouba,,,À Vendre,78.0,1.0,2,0.0
Ariana,,,À Vendre,57.0,0.0,1,320000.0
Tunis,,,À Louer,120.0,1.0,2,344999.0
Sousse,,Appartement,À Vendre,138.0,2.0,3,0.0
Tunis,,Appartement,À Vendre,175.0,2.0,3,650000.0
Nabeul,,,À Vendre,73.0,1.0,1,270100.0
Tunis,,Appartement,À Vendre,165.0,2.0,3,650000.0
Tunis,,Appartement,À Vendre,122.0,1.0,2,550000.0
Tunis,,,À Vendre,172.0,3.0,3,825000.0
Nabeul,,Appartement,À Vendre,148.0,1.0,2,199998.0
La Manouba,,Appartement,À Vendre,79.0,1.0,2,167000.0
Ben Arous,,Appartement,À Louer,80.0,2.0,0,280000.0
Tunis,,Appartement,À Vendre,130.0,1.0,2,280000.0
Tunis,,,À Vendre,163.0,2.0,3,825000.0
Ariana,,,À Vendre,40.0,1.0,1,175000.0
Tunis,,,À Vendre,127.0,2.0,2,400000.0
Tunis,,,À Vendre,175.0,2.0,3,650000.0
Sousse,,Appartement,À Vendre,66.0,0.0,1,240000.0
Sousse,,Appartement,À Vendre,100.0,1.0,2,360000.0
Tunis,,,À Louer,,1.0,,270000.0
Tunis,,,À Vendre,,1.0,,167000.0
Nabeul,,,À Vendre,112.0,1.0,2,380000.0
Ariana,,,À Vendre,50.0,1.0,1,225000.0
Tunis,,,À Vendre,126.0,1.0,3,340000.0
Tunis,,Appartement,À Vendre,103.0,1.0,2,360000.0
Tunis,,Appartement,À Vendre,,,2,340000.0
Nabeul,,,À Vendre,120.0,1.0,2,0.0
Tunis,,,À Vendre,55.0,1.0,1,167000.0
Tunis,,,À Vendre,150.0,2.0,3,350000.0
Ariana,,,À Louer,65.0,1.0,1,165000.0
Ariana,,,À Vendre,154.0,2.0,2,490000.0
Nabeul,,,À Vendre,69.0,1.0,1,260000.0
Tunis,,,À Vendre,132.0,2.0,3,320000.0
Sfax,,Appartement,À Vendre,122.0,2.0,3,170000.0
Ariana,,,À Vendre,1.0,1.0,,210000.0
Ariana,,,À Vendre,110.0,1.0,3,360000.0
Tunis,,Appartement,À Vendre,64.0,1.0,1,240000.0
Sousse,,,À Vendre,67.0,1.0,1,250000.0
Tunis,,,À Vendre,,1.0,,275.0
Sousse,,,À Vendre,100.0,1.0,2,280000.0
Sousse,,Appartement,À Vendre,100.0,1.0,2,300000.0
Ariana,,Appartement,À Vendre,80.0,1.0,3,130000.0
Nabeul,,Appartement,À Vendre,120.0,2.0,2,175000.0
Bizerte,,,À Vendre,45.0,1.0,2,138000.0
Tunis,,,À Louer,,1.0,,268708.0
Ariana,,,À Vendre,,1.0,,180000.0
Tunis,,,À Vendre,,2.0,,220000.0
Sousse,,Appartement,À Vendre,130.0,1.0,2,270000.0
Tunis,,Appartement,À Vendre,170.0,2.0,4,295000.0
La Manouba,,Appartement,À Vendre,121.0,1.0,2,315000.0
Tunis,,Appartement,À Vendre,135.0,2.0,1,375.0
La Manouba,,Appartement,À Vendre,87.0,1.0,2,180000.0
Ariana,,Appartement,À Vendre,120.0,0.0,3,325000.0
Tunis,,,À Vendre,31.0,1.0,1,65000.0
Tunis,,,À Vendre,290.0,4.0,3,1550000.0
Tunis,,Appartement,À Vendre,55.0,1.0,0,165000.0
Tunis,,,À Vendre,109.56,2.0,2,425000.0
Nabeul,,,À Vendre,65.0,1.0,1,265000.0
Tunis,,,À Vendre,62.0,1.0,1,216999.0
Tunis,,,À Vendre,118.0,2.0,3,290000.0
Ariana,,Appartement,À Vendre,153.0,2.0,1,1.0
Nabeul,,Appartement,À Vendre,150.0,1.0,2,125000.0
Tunis,,Appartement,À Vendre,202.0,2.0,4,620000.0
Tunis,,Appartement,À Vendre,85.0,1.0,0,150000.0
Tunis,,Appartement,À Vendre,100.0,1.0,2,160000.0
Nabeul,,Appartement,À Vendre,110.0,2.0,2,315000.0
Nabeul,,Appartement,À Vendre,75.0,1.0,2,290000.0
Nabeul,,Appartement,À Vendre,120.0,2.0,2,465000.0
Nabeul,,Appartement,À Vendre,53.0,1.0,1,255000.0
Nabeul,,Appartement,À Vendre,116.0,1.0,1,375000.0
Nabeul,,Appartement,À Vendre,110.0,1.0,1,255000.0
Nabeul,,Appartement,À Vendre,64.0,1.0,3,272000.0
Sousse,,Appartement,À Vendre,142.0,0.0,2,460000.0
Nabeul,,Appartement,À Vendre,200.0,2.0,3,512000.0
Nabeul,,,À Vendre,60.0,1.0,1,260000.0
Ben Arous,,Appartement,À Vendre,95.0,1.0,2,0.0
Ben Arous,,Appartement,À Vendre,140.0,2.0,3,10.0
Tunis,,,À Vendre,158.0,1.0,3,240000.0
Ben Arous,,,À Vendre,100.0,2.0,3,200000.0
Tunis,,,À Vendre,50.0,1.0,1,185000.0
Ben Arous,,,À Vendre,130.0,,,541000.0
Ben Arous,,,À Vendre,79.0,1.0,2,135000.0
Ben Arous,,,À Vendre,109.0,1.0,3,135000.0
La Manouba,,Appartement,À Vendre,57.2,1.0,1,175000.0
Tunis,,,À Vendre,100.0,2.0,2,150000.0
Tunis,,,À Vendre,90.0,1.0,3,235000.0
Tunis,,villa,À Vendre,100.0,1.0,04,230000.0
Nabeul,,,sale,,1.0,,0.0
Nabeul,,,À Vendre,135.0,2.0,2,360000.0
La Manouba,,Appartement,À Vendre,,,,200000.0
Ariana,,,À Louer,90.0,1.0,1,0.0
Monastir,,,À Vendre,47.0,1.0,1,0.0
Monastir,,,À Vendre,50.0,1.0,1,200000.0
Nabeul,,Appartement,À Vendre,85.0,1.0,1,0.0
Tunis,,Appartement,À Vendre,145.5,2.0,4,235000.0
Sousse,,Appartement,À Vendre,100.0,1.0,2,335000.0
Ariana,,Appartement,À Vendre,232.0,2.0,4,660000.0
Tunis,,Appartement,À Vendre,,,2,150000.0
Sousse,,,À Vendre,209.0,0.0,4,810000.0
Ariana,,,À Vendre,50.0,1.0,2,155000.0
Sousse,,Appartement,À Vendre,,,2,200000.0
Monastir,,Appartement,À Vendre,,,2,120000.0
Monastir,,Appartement,À Vendre,94.0,1.0,2,218000.0
Monastir,,Appartement,À Vendre,90.0,1.0,2,88500.0
Ariana,,Appartement,À Vendre,143.0,1.0,3,260000.0
Sousse,,Appartement,À Vendre,1.0,1.0,2,0.0
Tunis,,Appartement,À Vendre,80.0,2.0,1,245000.0
Tunis,,,À Louer,98.0,1.0,2,1050.0
Sousse,,Appartement,À Vendre,95.0,2.0,2,500000.0
Ariana,,Appartement,À Vendre,120.0,2.0,2,165000.0
Nabeul,,,À Vendre,69.0,1.0,1,210000.0
Nabeul,,Appartement,À Vendre,,,,260000.0
Ariana,,Appartement,À Vendre,90.0,1.0,2,380000.0
Tunis,,villa,À Vendre,150.0,1.0,3,220000.0
Ariana,,,À Vendre,45.0,1.0,1,155000.0
La Manouba,,,À Vendre,100.0,1.0,2,200000.0
Tunis,,,À Vendre,85.0,1.0,2,170000.0
Ariana,,,À Vendre,164.5,3.0,3,570000.0
Tunis,,,À Vendre,157.0,2.0,3,680000.0
Ben Arous,,,À Vendre,90.0,1.0,2,1.0
Ben Arous,,Appartement,À Vendre,114.0,2.0,2,0.0
Tunis,,Appartement,À Vendre,182.0,2.0,3,1.0
Ben Arous,,Appartement,À Vendre,115.0,1.0,3,175000.0
Tunis,,Appartement,À Vendre,45.0,1.0,2,75000.0
Tunis,,,À Vendre,100.0,2.0,3,0.0
Nabeul,,,À Vendre,103.0,1.0,2,0.0
Nabeul,,,À Vendre,157.0,3.0,3,0.0
Sousse,,Appartement,À Vendre,90.0,1.0,2,300000.0
Sfax,,,À Vendre,230.0,1.0,2,450000.0
Ariana,,,À Vendre,260.0,3.0,4,550000.0
Sousse,,Appartement,À Vendre,150.0,1.0,2,375000.0
Sousse,,Appartement,À Vendre,78.0,0.0,1,264003.0
Tunis,,Appartement,À Vendre,183.0,3.0,3,970000.0
Sousse,,Appartement,À Vendre,138.0,2.0,3,460000.0
La Manouba,,Appartement,À Vendre,84.0,1.0,2,157000.0
Ariana,,Appartement,À Vendre,106.0,1.0,3,132000.0
Nabeul,,,À Vendre,100.0,2.0,2,320000.0
Nabeul,,,À Vendre,,,3,600000.0
Tunis,,,À Vendre,150.0,2.0,3,490000.0
Ariana,,Appartement,À Vendre,100.0,1.0,2,250000.0
Ariana,,Appartement,À Vendre,156.0,2.0,3,650000.0
Tunis,,Appartement,À Vendre,125.0,2.0,2,590000.0
Tunis,,Appartement,À Vendre,194.0,1.0,3,550000.0
Tunis,,,À Vendre,178.0,3.0,3,680000.0
Sousse,,Appartement,À Vendre,128.0,0.0,2,505600.0
Sousse,,Appartement,À Vendre,115.0,0.0,2,488750.0
Ariana,,Appartement,À Vendre,140.0,2.0,2,370000.0
Ben Arous,,Appartement,À Vendre,144.0,1.0,3,160.0
Nabeul,,Appartement,À Vendre,86.0,1.0,-1,302000.0
Tunis,,Appartement,À Vendre,95.0,1.0,2,240000.0
Ben Arous,,,À Vendre,75.0,1.0,2,105000.0
Tunis,,,À Vendre,50.0,1.0,2,128000.0
Ben Arous,,,À Vendre,121.0,2.0,3,242000.0
Nabeul,,Appartement,À Vendre,74.0,1.0,1,212000.0
Sousse,,,À Vendre,,,2,259999.0
Tunis,,Appartement,À Vendre,110.0,1.0,3,200000.0
Tunis,,,À Vendre,65.0,1.0,1,227000.0
Ben Arous,,,À Vendre,6510.0,10.0,10,3950000.0
Ariana,,,À Vendre,111.0,2.0,3,345000.0
Nabeul,,Appartement,À Vendre,100.0,1.0,2,160000.0
Tunis,,,À Vendre,213.0,2.0,3,1000000.0
Tunis,,,À Vendre,121.0,1.0,1,275000.0
Ariana,,,À Vendre,72.0,1.0,1,200000.0
Ariana,,,À Vendre,100.0,2.0,3,85000.0
Tunis,,,À Vendre,400.0,2.0,4,800000.0
Ben Arous,,,À Vendre,135.0,,,270000.0
Nabeul,,,À Vendre,86.0,1.0,2,305000.0
Nabeul,,Appartement,À Vendre,65.0,1.0,1,130000.0
Ben Arous,,Appartement,À Vendre,135.0,1.0,3,235000.0
Mahdia,,,À Vendre,55.0,1.0,1,200000.0
Mahdia,,,À Vendre,101.0,1.0,2,202000.0
Sousse,,,À Vendre,90.0,1.0,2,130000.0
Tunis,,,À Vendre,60.0,1.0,2,163000.0
Tunis,,Appartement,À Vendre,60.0,1.0,1,165000.0
La Manouba,,Appartement,À Vendre,100.0,1.0,3,219000.0
Tunis,,Appartement,À Vendre,123.0,2.0,3,395000.0
Ariana,,Appartement,À Louer,157.0,3.0,3,0.0
Sfax,,Appartement,À Vendre,56.0,1.0,2,0.0
Ariana,,,À Louer,,1.0,,249998.0
Ben Arous,,,À Vendre,,,3,170000.0
Tunis,,Appartement,À Vendre,124.0,1.0,3,320000.0
Ben Arous,,,À Louer,120.0,1.0,2,150000.0
Ariana,,,À Vendre,86.0,1.0,1,245000.0
Ariana,,Appartement,À Vendre,112.0,2.0,2,385000.0
Monastir,,,À Vendre,120.0,1.5,3,169000.0
Tunis,,,À Vendre,144.0,2.0,3,380000.0
Nabeul,,Appartement,À Vendre,70.0,1.0,1,235000.0
Tunis,,,À Vendre,154.0,1.0,2,680000.0
Nabeul,,Appartement,À Vendre,95.0,1.0,2,240000.0
Ariana,,,À Vendre,117.0,2.0,2,410000.0
La Manouba,,Appartement,À Vendre,,,2,165000.0
Nabeul,,Appartement,À Vendre,160.0,1.0,2,280000.0
Tunis,,Appartement,À Vendre,134.0,1.0,4,340000.0
Sousse,,,À Vendre,130.0,0.0,2,430000.0
Ben Arous,,Appartement,À Vendre,115.0,1.0,4,140000.0
Tunis,,,À Vendre,60.0,1.0,2,165000.0
Tunis,,Appartement,À Vendre,71.0,1.0,4,285.0
Nabeul,,Appartement,À Vendre,115.0,1.0,2,0.0
Sousse,,Appartement,À Vendre,124.0,2.0,2,340000.0
Sousse,,Appartement,À Vendre,150.0,0.0,3,290000.0
Nabeul,,Appartement,À Vendre,112.0,1.0,2,380000.0
Ariana,,,À Vendre,208.0,3.0,4,0.0
Tunis,,Appartement,À Vendre,120.0,1.0,5,220000.0
Tunis,,Appartement,À Vendre,120.0,1.0,3,250.0
Tunis,,Appartement,À Vendre,36.0,1.0,2,110000.0
Ben Arous,,Appartement,À Vendre,11111111.0,1.0,3,160000.0
Tunis,,,À Vendre,41.0,1.0,1,169000.0
Bizerte,,Appartement,À Vendre,70.0,1.0,2,120.0
Sousse,,Appartement,À Vendre,169.0,1.0,3,310.0
Ben Arous,,Appartement,À Vendre,80.0,2.0,3,380000.0
Ariana,,Appartement,À Vendre,175.0,2.0,3,420000.0
Nabeul,,Appartement,À Vendre,75.0,1.0,1,0.0
Nabeul,,Appartement,À Vendre,74.0,1.0,1,165000.0
Nabeul,,Appartement,À Vendre,112.0,1.0,2,0.0
Nabeul,,Appartement,À Vendre,42.0,1.0,1,0.0
Tunis,,Appartement,À Vendre,116.0,1.0,02,420000.0
Tunis,,,À Vendre,98.0,1.0,2,195000.0
Tunis,,Appartement,À Vendre,990.0,1.0,3,155.0
Tunis,,Appartement,À Vendre,111.0,2.0,3,350000.0
Tunis,,Appartement,À Vendre,100.0,1.0,2,400000.0
Sousse,,,À Vendre,107.0,1.0,3,280000.0
Sousse,,Appartement,À Vendre,144.0,2.0,2,950000.0
Sousse,,Appartement,À Vendre,180.0,2.0,3,480000.0
Ariana,,Appartement,À Vendre,80.0,1.0,1,244000.0
Ben Arous,,,À Vendre,79.0,1.0,2,135000.0
Ben Arous,,Appartement,À Vendre,115.0,1.0,3,200000.0
Tunis,,,À Vendre,117.0,1.0,2,270000.0
Tunis,,,À Vendre,53.0,1.0,2,138000.0
Tunis,,,À Vendre,110.0,1.0,3,250000.0
Tunis,,villa,À Vendre,142.0,2.0,3,330000.0
Tunis,,,À Vendre,95.0,1.0,2,210000.0
Tunis,,,À Vendre,115.0,2.0,2,620000.0
Sousse,,Appartement,À Vendre,124.0,0.0,2,534000.0
Sfax,,Appartement,À Vendre,155.0,2.0,3,177.0
Tunis,,,À Vendre,200.0,5.0,15,350000.0
Ben Arous,,,À Vendre,88.0,1.0,1,0.0
Bizerte,,,À Vendre,55.0,1.0,1,42000.0
Tunis,,,À Vendre,109.0,1.0,2,210000.0
Ariana,,,À Vendre,45.0,1.0,1,205000.0
Tunis,,,À Louer,150.0,2.0,3,408000.0
Tunis,,,À Vendre,117.0,1.0,2,380000.0
Nabeul,,Appartement,À Vendre,148.0,1.0,3,200000.0
Ariana,,Appartement,À Vendre,120.0,1.0,3,120000.0
Ariana,,,À Vendre,300.0,3.0,3,870000.0
Ariana,,,À Vendre,114.0,2.0,2,270000.0
Tunis,,,À Louer,,,3,350000.0
Sousse,,,À Vendre,85.0,1.0,2,350000.0
Tunis,,Appartement,À Vendre,120.0,1.0,2,400000.0
Tunis,,Appartement,À Louer,100.0,1.0,3,185000.0
Ariana,,,À Vendre,59.0,1.0,1,273000.0
Ariana,,,À Vendre,,1.0,,165000.0
Tunis,,,À Vendre,137.0,1.0,3,345000.0
Ariana,,Appartement,À Vendre,65.0,1.0,1,241000.0
Ben Arous,,Appartement,À Vendre,104.0,1.0,3,250000.0
Sousse,,,À Vendre,,,2,320000.0
Ben Arous,,Appartement,À Vendre,104.0,1.0,3,235000.0
Ariana,,,À Vendre,120.0,1.0,2,450000.0
Ariana,,,À Vendre,120.0,1.0,2,450000.0
Nabeul,,,À Vendre,70.0,1.0,1,270000.0
Ariana,,Appartement,À Vendre,107.0,0.0,3,160000.0
Nabeul,,,À Vendre,180.0,1.0,1,199999.0
Tunis,,Appartement,À Vendre,165.0,2.0,4,385000.0
Tunis,,Appartement,À Vendre,50.0,1.0,1,240000.0
Nabeul,,,À Vendre,116.0,1.0,2,388000.0
Nabeul,,,À Vendre,140.0,2.0,2,470000.0
Tunis,,,À Vendre,66.0,1.0,4,235000.0
Tunis,,,À Vendre,154.0,2.0,3,360000.0
Tunis,,Appartement,À Vendre,165.0,2.0,4,385000.0
Sousse,,,À Vendre,85.0,1.0,2,330000.0
Nabeul,,,À Vendre,60.0,1.0,1,80000000.0
Tunis,,Appartement,À Vendre,48.0,1.0,1,171000.0
Tunis,,Appartement,À Vendre,138.0,2.0,3,240000.0
Ben Arous,,,À Vendre,58.0,1.0,1,80000.0
Ben Arous,,Appartement,À Vendre,,,3,265000.0
Ben Arous,,,À Vendre,59.0,1.0,1,80000.0
Ben Arous,,,À Vendre,102.0,2.0,2,250000.0
Ben Arous,,,À Vendre,,,3,350000.0
Ben Arous,,,À Vendre,59.0,1.0,1,160000.0
Ben Arous,,,À Vendre,68.0,1.0,2,108000.0
Nabeul,,Appartement,À Vendre,180.0,3.0,,690000.0
Ariana,,,À Vendre,183.0,2.0,3,850000.0
Nabeul,,Appartement,À Vendre,77.0,1.0,2,190000.0
Nabeul,,Appartement,À Vendre,79.0,2.0,2,190000.0
Sousse,,Appartement,À Vendre,67.0,0.0,1,1.0
Nabeul,,Appartement,À Vendre,147.0,2.0,3,300000.0
Nabeul,,,À Vendre,260.0,3.0,3,370000.0
Ariana,,Appartement,À Vendre,140.0,0.0,2,420000.0
Sfax,,Appartement,À Louer,240.0,2.0,4,250000.0
Tunis,,,À Vendre,77.0,1.0,3,1.0
Tunis,,Appartement,À Vendre,118.0,1.0,2,0.0
Sousse,,Appartement,À Vendre,168.0,1.0,2,420000.0
Ben Arous,,Appartement,À Vendre,63.0,1.0,1,190.0
Tunis,,,À Vendre,160.0,1.0,5,395000.0
Nabeul,,Appartement,À Vendre,,1.0,,75000.0
Nabeul,,Appartement,À Vendre,,1.0,1,240000.0
Ariana,,,À Vendre,96.0,2.0,2,330000.0
Ariana,,,À Vendre,210.0,3.0,5,630000.0
Ben Arous,,,À Vendre,110.0,2.0,3,200000.0
Nabeul,,,À Vendre,240.0,2.0,03,135.0
Tunis,,Appartement,À Vendre,90.0,1.0,2,165000.0
Sousse,,Appartement,À Vendre,80.0,1.0,2,300000.0
Tunis,,,À Vendre,50.0,1.0,1,167000.0
Sousse,,,À Vendre,140.0,1.0,3,419999.0
Tunis,,Appartement,À Vendre,110.0,0.0,2,380000.0
Sousse,,,À Vendre,65.0,1.0,2,224.0
Ben Arous,,Appartement,À Vendre,80.0,1.0,2,135000.0
Tunis,,Appartement,À Vendre,70.0,1.0,2,140.0
Ben Arous,,Appartement,À Vendre,58.0,1.0,1,150000.0
