Region,Localisation,Type,Nature,Area,#Bathrooms,#Bedrooms,Price
Tunis,,Appartement,À Vendre,154.0,2.0,3,370000.0
Tunis,,Appartement,À Vendre,90.0,1.0,2,225000.0
Tunis,,Appartement,À Vendre,50.0,1.0,3,140.0
Ben Arous,,,À Vendre,95.0,1.0,2,215000.0
Ariana,,Appartement,À Vendre,181.31,2.0,3,715708.0
Ariana,,Appartement,À Vendre,104.97,1.0,2,425128.0
Ariana,,Appartement,À Vendre,,,1,265611.0
Tunis,,Appartement,À Louer,165.0,2.0,3,780000.0
Béja,,,À Vendre,140.0,3.0,3,0.0
Ben Arous,,Appartement,À Vendre,120.0,2.0,3,270.0
Tunis,,,À Vendre,72.0,1.0,1,320000.0
Ben Arous,,Appartement,À Vendre,115.0,1.0,4,145000.0
Sousse,,Appartement,À Vendre,65.0,0.0,2,229000.0
Sfax,,Appartement,À Vendre,128.0,1.0,2,394998.0
Ariana,,,À Vendre,,1.0,,180000.0
Tunis,,Appartement,À Vendre,150.0,2.0,3,695000.0
Tunis,,,À Vendre,153.0,2.0,3,550000.0
Nabeul,,,À Vendre,62.0,1.0,-1,235599.0
Ben Arous,,Appartement,À Vendre,108.0,0.0,2,255000.0
Tunis,,Appartement,À Vendre,120.0,2.0,3,230000.0
Nabeul,,,À Vendre,110.0,2.0,2,0.0
Ariana,,,À Vendre,120.0,2.0,3,250000.0
Ben Arous,,Appartement,À Vendre,75.0,1.0,2,175000.0
Sousse,,Appartement,À Vendre,80.0,1.0,2,145000.0
Tunis,,,À Vendre,138.0,1.0,1,727860.0
Ariana,,,À Vendre,96.0,1.0,2,140000.0
Ben Arous,,Appartement,À Vendre,124.0,1.0,2,1.0
Sousse,,Appartement,À Vendre,80.0,1.0,2,270000.0
Sousse,,,À Vendre,82.0,1.0,1,0.0
Sousse,,Appartement,À Vendre,98.0,1.0,3,0.0
Sousse,,Appartement,À Vendre,120.0,1.0,3,0.0
Sousse,,Appartement,À Louer,250.0,2.0,3,0.0
Tunis,,Appartement,À Vendre,220.0,3.0,4,587000.0
Sfax,,,À Vendre,160.0,4.0,8,250000.0
Tunis,,Appartement,À Vendre,60.0,1.0,3,170000.0
Ben Arous,,,À Vendre,138.0,1.0,3,489000.0
Tunis,,,À Vendre,122.0,1.0,3,250000.0
Ben Arous,,,À Vendre,90.0,1.0,2,322000.0
Tunis,,,À Vendre,240.0,4.0,3,1300000.0
Sfax,,Appartement,À Vendre,122.0,0.0,2,280000.0
Ben Arous,,,À Vendre,69.0,1.0,1,231000.0
Tunis,,Appartement,À Vendre,100.0,1.0,3,250000.0
La Manouba,,Appartement,À Vendre,93.0,1.0,3,0.0
Monastir,,Appartement,À Vendre,77.0,1.0,1,220000.0
Kasserine,,Appartement,À Vendre,80.0,1.0,2,140.0
Tunis,,Appartement,À Vendre,87.0,1.0,2,1.0
Ariana,,,À Vendre,137.0,2.0,3,370000.0
Ariana,,,À Vendre,84.0,1.0,1,320000.0
Tunis,,,À Vendre,154.0,2.0,2,680000.0
Ariana,,Appartement,À Vendre,171.0,2.0,3,570000.0
Tunis,,Appartement,À Vendre,117.0,1.0,3,270000.0
Ariana,,Appartement,À Vendre,69.0,1.0,1,185000.0
Ben Arous,,Appartement,À Vendre,117.0,1.0,3,150000.0
Tunis,,,À Vendre,75.0,1.0,2,370000.0
Sousse,,,À Vendre,102.0,2.0,3,760000.0
Tunis,,Appartement,À Vendre,,,,265.0
Tunis,,,À Vendre,139.0,2.0,2,350000.0
Nabeul,,,À Vendre,70.0,1.0,1,270000.0
Ariana,,,À Vendre,70.0,1.0,2,175000.0
Tunis,,,À Vendre,63.0,1.0,1,80000.0
Sousse,,Appartement,À Vendre,58.0,1.0,1,195000.0
Ariana,,Appartement,À Vendre,90.0,1.0,2,110.0
Ben Arous,,Appartement,À Vendre,600.0,1.0,3,109.0
Monastir,,,À Vendre,100.0,1.0,2,1.0
Ariana,,Appartement,À Vendre,86.0,0.0,2,250000.0
Monastir,,Appartement,À Vendre,80.0,1.0,2,155000.0
Tunis,,,À Vendre,100.0,1.0,3,160000.0
Tunis,,,À Louer,,,2,195000.0
Ariana,,,À Vendre,132.0,2.0,3,370000.0
Sousse,,Maison,À Vendre,200.0,1.0,1,275000.0
Sousse,,Appartement,À Vendre,80.0,1.0,2,300000.0
Tunis,,,À Vendre,53.0,1.0,1,240000.0
Tunis,,,À Vendre,,1.0,,178000.0
Tunis,,,À Vendre,90.0,1.0,2,195000.0
Tunis,,Appartement,À Vendre,45.0,1.0,1,0.0
Sousse,,Appartement,À Vendre,120.0,1.0,2,335000.0
Ariana,,Appartement,À Vendre,250.0,2.0,4,1070000.0
Ariana,,,À Vendre,99.0,1.0,3,150000.0
Ariana,,,À Vendre,130.0,2.0,3,230000.0
Ben Arous,,Appartement,À Vendre,90.0,,,0.0
Tunis,,,À Vendre,92.0,1.0,2,215000.0
Nabeul,,,À Vendre,,,,470000.0
Nabeul,,Appartement,À Vendre,86.0,1.0,2,0.0
Tunis,,,À Vendre,40.0,1.0,3,1111.0
Sousse,,Appartement,À Vendre,65.0,0.0,1,2.0
Tunis,,,À Vendre,124.0,2.0,2,280000.0
Ben Arous,,,À Vendre,130.0,130.0,3,260000.0
Ariana,,,À Vendre,90.0,1.0,2,135000.0
Tunis,,,À Vendre,44.0,1.0,,245000.0
Nabeul,,,À Vendre,65.0,1.0,1,265000.0
Ben Arous,,,À Vendre,30.0,1.0,1,100000.0
Tunis,,,À Louer,43.0,1.0,1,135000.0
Tunis,,,À Vendre,,,3,344998.0
Tunis,,Appartement,À Vendre,72.0,1.0,1,320000.0
Tunis,,,À Vendre,100.0,1.0,3,145000.0
Ariana,,Appartement,,,,3,350.0
Tunis,,,À Vendre,136.0,1.0,2,1.0
Ariana,,,À Vendre,104.0,1.0,1,365000.0
Sfax,,,À Vendre,120.0,1.0,2,0.0
Ariana,,,À Vendre,170.0,2.0,2,525000.0
Ariana,,Appartement,À Vendre,110.0,1.0,3,280.0
Jendouba,,Appartement,À Vendre,100.0,1.0,2,135000.0
Tunis,,,À Vendre,118.0,1.0,2,355000.0
Tunis,,Appartement,À Vendre,75.0,1.0,3,230000.0
Nabeul,,,À Vendre,102.0,0.0,3,480000.0
Ariana,,Appartement,À Vendre,121.0,1.0,2,450000.0
Tunis,,Appartement,À Vendre,,,2,158000.0
Tunis,,,À Vendre,140.0,2.0,3,742000.0
Sousse,,,À Vendre,120.0,1.0,2,331000.0
Sousse,,,À Vendre,122.0,1.0,2,384000.0
Sousse,,Appartement,À Vendre,108.0,1.0,2,360000.0
Sousse,,,À Vendre,116.0,1.0,2,303600.0
Sousse,,,À Vendre,140.0,2.0,3,359600.0
Sousse,,,À Vendre,140.0,2.0,2,300000.0
Sousse,,,À Vendre,64.0,1.0,1,205000.0
Sousse,,,À Vendre,112.0,2.0,2,304000.0
Tunis,,Appartement,À Vendre,126.0,2.0,3,210.0
Ariana,,,À Vendre,59.0,1.0,1,1.0
Tunis,,,À Vendre,,,,0.0
Ariana,,,,,,2,99000.0
Ben Arous,,,À Vendre,500.0,2.0,5,750000.0
Tunis,,Appartement,À Vendre,90.0,1.0,1,120000.0
Nabeul,,Appartement,À Vendre,126.0,1.0,1,0.0
Ariana,,,À Vendre,128.0,1.0,3,350000.0
Ben Arous,,,À Vendre,70.0,2.0,2,130000.0
Nabeul,,Appartement,À Vendre,50.0,1.0,1,0.0
Tunis,,,À Vendre,60.0,1.0,2,165000.0
Bizerte,,,À Vendre,120.0,1.0,2,0.0
Tunis,,Appartement,À Vendre,40.0,1.0,1,99.0
Nabeul,,Appartement,À Vendre,125.0,3.0,3,360000.0
Ariana,,,À Vendre,200.0,1.0,3,0.0
Sousse,,Appartement,À Vendre,108.0,1.0,2,380.0
Sousse,,,À Vendre,70.0,1.0,1,300.0
Sousse,,Appartement,À Louer,116.0,1.0,2,310.0
Tunis,,Appartement,À Vendre,97.0,1.0,1,330000.0
Tunis,,,À Vendre,,,,15000.0
Nabeul,,,À Vendre,63.0,0.0,1,160000.0
Nabeul,,,À Vendre,156.0,0.0,3,550000.0
Tunis,,Appartement,À Vendre,55.0,1.0,3,90000.0
Tunis,,,À Vendre,105.0,1.0,2,459997.0
Ben Arous,,,À Vendre,90.0,1.0,2,150000.0
Tunis,,,À Vendre,,,2,594000.0
Ben Arous,,Appartement,À Vendre,150.0,1.0,3,290000.0
Nabeul,,,À Vendre,68.0,1.0,1,277000.0
Nabeul,,,À Vendre,68.0,1.0,1,277000.0
Nabeul,,,À Vendre,68.0,1.0,1,277000.0
Ariana,,Appartement,À Vendre,120.0,1.0,2,330.0
Tunis,,Appartement,À Vendre,,,2,220000.0
Tunis,,,À Vendre,65.0,1.0,1,0.0
Monastir,,Appartement,À Vendre,,,2,115000.0
Tunis,,Appartement,À Vendre,100.0,1.0,2,240000.0
Ben Arous,,Appartement,À Vendre,114.0,1.0,2,190000.0
Nabeul,,,À Vendre,103.0,2.0,2,0.0
Ariana,,,À Vendre,180.0,3.0,3,440000.0
Tunis,,Appartement,À Vendre,152.0,2.0,4,350000.0
Tunis,,Appartement,À Louer,145.0,2.0,3,360000.0
Bizerte,,Appartement,À Vendre,93.0,1.0,2,170000.0
Ben Arous,,Appartement,À Vendre,112.0,1.0,3,175000.0
Sousse,,Appartement,À Vendre,120.0,0.0,3,400000.0
Tunis,,Appartement,À Louer,154.0,2.0,3,400000.0
Ben Arous,,Appartement,À Vendre,1.0,1.0,3,150000000.0
Ariana,,,À Vendre,130.0,3.0,4,350000.0
Ariana,,,À Vendre,80.0,1.0,2,320.0
Sfax,,Appartement,À Vendre,450.0,4.0,16,324000.0
Ben Arous,,,À Vendre,109.0,1.0,3,135000.0
Ben Arous,,Appartement,À Vendre,115.0,1.0,2,190000.0
Ben Arous,,Appartement,À Vendre,156.0,1.0,3,1.0
Tunis,,Appartement,À Vendre,90.0,1.0,2,80000.0
Sfax,,Appartement,À Vendre,99.0,1.0,2,120.0
Ben Arous,,Appartement,À Vendre,,,2,150000.0
Tunis,,,À Vendre,155.0,3.0,4,650000.0
Sfax,,Appartement,À Vendre,86.0,1.0,3,96.0
Sousse,,Appartement,À Vendre,0.0,0.0,0,1.0
Tunis,,,À Vendre,150.0,1.0,2,2500000.0
Tunis,,,À Vendre,,,2,110.0
Tunis,,,À Louer,138.0,2.0,1,349999.0
Tunis,,,À Vendre,56.0,1.0,1,350.0
Ariana,,Appartement,À Vendre,150.0,0.0,2,220000.0
Tunis,,Appartement,À Vendre,100.0,1.0,0,260000.0
Ben Arous,,Appartement,À Vendre,117.0,1.0,3,149998.0
Monastir,,,À Vendre,105.0,1.0,2,234000.0
Sfax,,Appartement,À Vendre,107.0,2.0,2,0.0
Sfax,,Appartement,À Vendre,107.0,2.0,2,0.0
Tunis,,,À Vendre,137.0,1.0,2,345000.0
Tunis,,,À Vendre,154.0,1.0,3,340000.0
Ariana,,Appartement,À Vendre,129.0,1.0,3,370000.0
Ariana,,Appartement,À Vendre,235.0,2.0,2,750000.0
Ariana,,Appartement,À Vendre,178.0,1.0,2,440000.0
Ariana,,,À Vendre,170.0,1.0,1,540000.0
Sousse,,,À Vendre,126.0,2.0,2,320000.0
Tunis,,,À Vendre,118.0,1.0,2,290000.0
Ariana,,,À Vendre,130.0,2.0,3,360000.0
Ben Arous,,Appartement,,,,1,0.0
Tunis,,,À Vendre,49.81,1.0,1,174335.0
Tunis,,,À Louer,,,1,320000.0
Sfax,,Appartement,À Vendre,85.0,1.0,2,197000.0
Mahdia,,Appartement,À Vendre,100.0,1.0,2,111111.0
Mahdia,,Appartement,À Vendre,100.0,1.0,2,111111.0
Tunis,,Appartement,À Vendre,,,4,330000.0
Béja,,Appartement,À Vendre,100.0,1.0,3,180000.0
Sfax,,,À Vendre,148.0,2.0,3,1.0
Tunis,,Appartement,À Vendre,55.0,1.0,2,87000.0
Kairouan,,villa,À Vendre,182.0,1.0,4,220000.0
Kairouan,,,À Vendre,127.0,1.0,2,254000.0
Kairouan,,,À Vendre,,1.0,,324000.0
Ariana,,villa,À Vendre,160.0,1.0,3,350000.0
Ariana,,Appartement,À Vendre,140.0,0.0,2,392000.0
Ariana,,Appartement,À Vendre,173.0,0.0,2,418600.0
Ariana,,Appartement,À Vendre,151.0,0.0,3,387800.0
Ariana,,Appartement,À Vendre,194.0,0.0,3,498400.0
Tunis,,,À Vendre,137.0,1.0,3,345000.0
Tunis,,,À Vendre,150.0,2.0,3,360000.0
Tunis,,,À Vendre,130.0,1.0,3,345000.0
Kairouan,,,À Vendre,127.0,1.0,2,254000.0
Bizerte,,Appartement,À Vendre,72.0,1.0,2,150.0
Kairouan,,Appartement,À Vendre,77.0,1.0,2,68000.0
Ariana,,,À Vendre,84.0,2.0,2,545000.0
Tunis,,,À Vendre,160.0,2.0,2,865000.0
Sfax,,villa,À Vendre,150.0,2.0,2,145000.0
Tunis,,,À Vendre,180.0,2.0,4,470000.0
Tunis,,,À Vendre,85.0,1.0,2,220000.0
Tunis,,Appartement,À Vendre,150.0,2.0,0,350000.0
Sousse,,Appartement,À Vendre,62.0,1.0,1,165000.0
Tunis,,Appartement,À Louer,115.0,1.0,3,215000.0
Tunis,,Appartement,À Vendre,117.0,1.0,2,269999.0
Sousse,,Appartement,À Vendre,134.0,2.0,2,1500000.0
Tunis,,,À Vendre,190.0,1.0,3,350000.0
Sousse,,Appartement,À Vendre,69.0,1.0,2,135.0
Bizerte,,Appartement,À Vendre,140.0,2.0,1,220000.0
Ben Arous,,Appartement,,,,2,123.0
Tunis,,,À Vendre,132.0,2.0,2,450000.0
Ariana,,,À Vendre,147.0,3.0,3,411000.0
Tunis,,Appartement,À Vendre,140.0,2.0,3,299000.0
Tunis,,,À Vendre,156.0,2.0,3,478000.0
Ariana,,,À Vendre,143.0,2.0,2,404000.0
Ariana,,,À Vendre,150.0,3.0,3,500000.0
Tunis,,,À Vendre,163.0,2.0,3,734000.0
Tunis,,,À Vendre,33.0,1.0,1,99000.0
Nabeul,,,À Vendre,80.0,1.0,1,325000.0
Tunis,,Appartement,À Vendre,110.0,2.0,3,1.0
Tunis,,Appartement,À Vendre,78.0,1.0,1,240000.0
Tunis,,,À Vendre,50.0,1.0,1,169000.0
Tunis,,Appartement,À Vendre,80.0,1.0,2,230000.0
Sousse,,,À Vendre,80.0,1.0,3,104500.0
Tunis,,,À Louer,120.0,2.0,2,480000.0
Ben Arous,,Appartement,À Vendre,150.0,1.0,4,0.0
Tunis,,Appartement,À Vendre,140.0,2.0,2,409.0
Ben Arous,,Appartement,À Vendre,107.0,1.0,2,170000.0
Sousse,,Appartement,À Vendre,74.0,1.0,2,280000.0
Sousse,,Appartement,À Vendre,133.0,1.0,3,480000.0
Ariana,,Appartement,À Louer,65.0,1.0,2,95000000.0
Nabeul,,Appartement,À Vendre,98.0,1.0,2,1.0
Nabeul,,Appartement,À Vendre,80.0,1.0,2,1.0
Sfax,,Appartement,À Vendre,96.0,2.0,5,159999.0
Ariana,,Appartement,À Vendre,,,,190000.0
Ariana,,Appartement,À Vendre,360.0,10.0,19,0.0
Ben Arous,,,À Vendre,60.0,1.0,1,111111.0
Tunis,,,À Louer,154.0,2.0,3,399999.0
Tunis,,Appartement,À Vendre,140.0,1.0,3,315000.0
Tunis,,Appartement,À Vendre,100.0,1.0,2,270000.0
Ariana,,Appartement,À Vendre,136.0,1.0,3,340000.0
Nabeul,,Appartement,À Vendre,126.0,1.0,-1,0.0
Ariana,,,À Vendre,84.0,1.0,1,320000.0
Ariana,,,À Vendre,132.0,2.0,3,0.0
Tunis,,,À Vendre,236.0,3.0,4,1100000.0
Tunis,,,À Vendre,132.0,1.0,3,320000.0
Tunis,,,À Vendre,177.0,2.0,3,748000.0
Ben Arous,,,À Vendre,60.0,1.0,2,120.0
Tunis,,,À Vendre,140.0,1.0,4,175.0
Sfax,,Appartement,À Vendre,128.0,1.0,3,180.0
Ariana,,Appartement,À Louer,120.0,1.0,4.0,850.0
Ben Arous,,Appartement,À Vendre,53.0,1.0,1,0.0
Tunis,,,À Vendre,65.0,1.0,1,0.0
Nabeul,,Appartement,À Vendre,152.0,1.0,3,370.0
Tunis,,,À Louer,116.5,1.0,2,420000.0
Nabeul,,Appartement,À Vendre,90.0,1.0,0,169998.0
Ariana,,Appartement,À Vendre,75.0,1.0,2,125000.0
Ariana,,,À Vendre,135.0,2.0,3,638000.0
Ben Arous,,,À Vendre,100.0,1.0,3,175000.0
Nabeul,,,À Vendre,233.0,2.0,2,0.0
Tunis,,Appartement,À Vendre,74.0,1.0,1,320000.0
Monastir,,,À Vendre,1649.0,,,0.0
Tunis,,,À Vendre,70.0,1.0,3,160.0
Tunis,,Appartement,À Vendre,120.0,1.0,3,520000.0
Ariana,,Appartement,À Vendre,135.0,2.0,3,0.0
Ben Arous,,,À Vendre,410.0,6.0,6,800000.0
Ben Arous,,Appartement,À Vendre,,,,250000.0
Tunis,,Appartement,À Louer,285.0,3.0,3,620000.0
Ben Arous,,Appartement,À Vendre,,,,169000.0
Sfax,,Appartement,À Vendre,81.0,1.0,4,80000.0
Tunis,,Appartement,À Vendre,-100.0,1.0,2,255000.0
Ariana,,,À Vendre,157.0,2.0,3,580000.0
Sousse,,Appartement,À Vendre,,,4,260000.0
Bizerte,,Appartement,À Vendre,200.0,1.0,1,250000.0
Ben Arous,,villa,À Vendre,85.0,1.0,2,0.0
Sfax,,Appartement,À Vendre,170.0,2.0,3,210000.0
La Manouba,,villa,À Vendre,166.0,2.0,3,400000.0
Tunis,,,À Vendre,50.0,1.0,1,230.0
Ben Arous,,Appartement,À Vendre,80.0,1.0,3,130000.0
Nabeul,,Appartement,À Vendre,103.0,1.0,2,382000.0
Sousse,,Appartement,À Vendre,180.0,2.0,3,340.0
Sousse,,,À Vendre,110.0,1.0,2,21000000.0
Sfax,,Appartement,À Vendre,67.0,1.0,0,60000.0
Bizerte,,,À Vendre,50.0,1.0,1,80000.0
Médenine,,,À Vendre,0.0,5.0,5,1.0
Tunis,,,À Vendre,70.0,1.0,1,260000.0
Tunis,,Appartement,À Vendre,167.0,2.0,3,634000.0
Tunis,,Appartement,À Vendre,152.0,2.0,2,850000.0
Tunis,,,À Vendre,188.0,2.0,3,750000.0
Tunis,,Appartement,À Louer,132.0,1.0,3,415000.0
Tunis,,,À Vendre,160.0,2.0,3,854000.0
Tunis,,,À Vendre,95.0,1.0,2,380000.0
Tunis,,Appartement,À Vendre,,,3,839800.0
Tunis,,Appartement,À Vendre,135.0,1.0,2,540000.0
Tunis,,,À Vendre,101.0,2.0,2,548000.0
Tunis,,Appartement,À Vendre,101.0,1.0,2,459000.0
Tunis,,Appartement,À Vendre,134.0,2.0,3,459000.0
Tunis,,,À Vendre,137.0,-1.0,2,715000.0
Tunis,,Appartement,À Vendre,116.0,1.0,0,345000.0
Tunis,,Appartement,À Vendre,183.0,2.0,3,1050000.0
Ariana,,Appartement,À Vendre,,,3,650000.0
Tunis,,Appartement,,,,1,0.0
Tunis,,Appartement,À Vendre,124.0,2.0,2,380000.0
Tunis,,Appartement,À Vendre,55.0,1.0,-1,197000.0
Sousse,,Appartement,À Vendre,165.0,2.0,3,400000.0
Sousse,,Appartement,À Vendre,116.0,1.0,3,360000.0
Monastir,,,À Vendre,126.0,1.0,2,450000.0
Sousse,,,À Vendre,50.0,0.0,1,270000.0
Sousse,,,À Vendre,70.0,0.0,2,300000.0
Ben Arous,,,À Vendre,88.0,1.0,1,300000.0
Nabeul,,Appartement,À Vendre,83.0,1.0,2,290000.0
Nabeul,,Appartement,À Vendre,104.0,2.0,2,343000.0
Nabeul,,Appartement,À Vendre,73.7,1.0,2,272997.0
Nabeul,,Appartement,À Vendre,81.0,1.0,2,280998.0
Nabeul,,Appartement,À Vendre,62.0,1.0,1,236000.0
Tunis,,,À Vendre,140.0,1.0,3,300000.0
Bizerte,,Appartement,À Vendre,110.0,1.0,3,140.0
Tunis,,,À Vendre,73.0,1.0,1,179999.0
Ben Arous,,,À Vendre,90.0,1.0,2,145000.0
Tunis,,villa,À Vendre,128.0,1.0,3,0.0
Ariana,,,À Vendre,55.0,1.0,-1,165000.0
Bizerte,,villa,À Vendre,82.0,1.0,2,200000.0
Nabeul,,Appartement,À Vendre,123.0,2.0,2,250000.0
Sousse,,Appartement,À Vendre,100.0,2.0,4,220000.0
Sousse,,Appartement,À Vendre,150.0,2.0,3,220000.0
Tunis,,,À Vendre,,,2,480000.0
Ariana,,,À Vendre,140.0,1.0,2,175000.0
Tunis,,,À Vendre,207.0,1.0,3,1090950.0
Tunis,,,À Vendre,134.0,1.0,3,340000.0
Tunis,,,À Vendre,65.0,1.0,1,190000.0
Tunis,,,À Vendre,187.0,2.0,2,504000.0
Tunis,,,À Vendre,78.0,1.0,1,180000.0
Tunis,,,À Vendre,75.0,1.0,1,260000.0
Ariana,,,À Louer,91.0,1.0,2,230000.0
Ariana,,,À Vendre,100.0,1.0,2,250000.0
Tunis,,,À Vendre,109.0,1.0,2,220000.0
Sfax,,Maison,À Vendre,80.0,0.0,3.0,20.0
Sousse,,Appartement,À Vendre,110.0,1.0,1,460000.0
Nabeul,,Appartement,À Vendre,102.0,1.0,2,1.0
Ben Arous,,,À Vendre,,,2,175000.0
Tunis,,,À Vendre,69.0,1.0,2,165000.0
Tunis,,,À Vendre,326.0,2.0,4,780000.0
Tunis,,Appartement,À Vendre,134.0,2.0,3,290000.0
Ben Arous,,,À Vendre,75.0,1.0,1,130000.0
Tunis,,Appartement,À Vendre,100.5,1.0,2,558000.0
Sousse,,Appartement,À Vendre,90.0,1.0,2,200000.0
Tunis,,Appartement,À Vendre,108.0,1.0,3,1.0
Tunis,,,À Vendre,118.0,1.0,2,330000.0
Tunis,,Appartement,À Vendre,266.0,3.0,3,760000.0
Tunis,,,À Vendre,150.0,2.0,2,980000.0
Tunis,,,À Vendre,111.0,1.0,1,720000.0
Tunis,,,À Vendre,107.0,2.0,3,300000.0
Ben Arous,,Appartement,À Vendre,110.0,2.0,3,1.0
Ariana,,,À Vendre,105.0,1.0,1,200000.0
Tunis,,,À Vendre,98.0,1.0,2,275000.0
Tunis,,Appartement,À Vendre,118.0,1.0,2,291000.0
Ariana,,Appartement,À Vendre,129.0,2.0,2,0.0
Tunis,,,À Vendre,70.0,1.0,1,0.0
Tunis,,,À Vendre,100.0,2.0,2,270000.0
Ariana,,,À Vendre,90.0,1.0,2,140.0
Ben Arous,,Appartement,À Vendre,1.0,1.0,2,200.0
Monastir,,,À Vendre,100.0,2.0,3,300000.0
Tunis,,Appartement,À Vendre,116.0,1.0,1,285000.0
Ben Arous,,Appartement,À Vendre,143.0,3.0,3,300000.0
Ben Arous,,,À Vendre,110.0,1.0,3,250000.0
Ben Arous,,,À Vendre,129.0,1.0,4,240000.0
Tunis,,Appartement,À Vendre,101.0,1.0,4,250.0
Ariana,,Appartement,À Vendre,106.0,1.0,3,345000.0
Tunis,,,À Vendre,207.0,2.0,6,325000.0
Ariana,,,À Vendre,56.0,1.0,1,185000.0
Mahdia,,,À Vendre,105.0,1.0,2,234000.0
Nabeul,,Appartement,À Vendre,75.0,1.0,1,240000.0
Nabeul,,Appartement,À Vendre,62.0,1.0,1,235000.0
Tunis,,,À Vendre,70.0,1.0,2,230000.0
Nabeul,,Appartement,À Vendre,1.0,1.0,1,1.0
Ben Arous,,Appartement,À Vendre,68.0,1.0,1,1.0
Tunis,,,À Vendre,274.0,4.0,10,0.0
Tunis,,,À Vendre,58.0,1.0,1,58000.0
Tunis,,,À Vendre,236.0,2.0,4,1099999.0
Tunis,,,À Vendre,70.0,1.0,1,190000.0
Tunis,,,À Vendre,93.0,1.0,2,380000.0
Tunis,,,À Vendre,154.0,1.0,3,340000.0
Tunis,,Appartement,À Vendre,50.0,1.0,1,165000.0
Ariana,,Appartement,À Vendre,110.0,1.0,1,230000.0
La Manouba,,,À Vendre,78.0,1.0,3,85.0
Ariana,,Appartement,À Vendre,62.0,1.0,2,0.0
Tunis,,Appartement,À Vendre,143.0,2.0,3,365000.0
Tunis,,Appartement,À Vendre,1.0,1.0,2,70000.0
Ben Arous,,,À Vendre,130.0,1.0,2,200000.0
Tunis,,,À Vendre,33.0,1.0,1,150.0
Ben Arous,,Appartement,À Vendre,1.0,1.0,3,280000.0
Tunis,,,À Vendre,85.0,1.0,2,480000.0
Tunis,,,À Vendre,70.0,1.0,1,230000.0
Ariana,,,À Louer,150.0,2.0,3,295000.0
Tunis,,,À Vendre,228.0,2.0,3,780000.0
Tunis,,Appartement,À Vendre,123.0,1.0,2,1.0
Ariana,,,À Vendre,210.0,1.0,3,1.0
Nabeul,,Appartement,À Vendre,120.0,1.0,2,440000.0
Tunis,,Appartement,À Vendre,120.0,2.0,2,717000.0
Nabeul,,Appartement,À Vendre,90.0,1.0,0,170000.0
Ariana,,Appartement,À Vendre,64.0,1.0,1,190000.0
Tunis,,villa,À Vendre,90.0,1.0,2,200000.0
Nabeul,,Appartement,À Vendre,134.0,1.0,2,175000.0
Nabeul,,Appartement,À Vendre,95.0,1.0,2,280000.0
Ben Arous,,,À Vendre,104.0,1.0,2,250000.0
Ben Arous,,,À Vendre,109.0,2.0,3,240000.0
Sfax,,Appartement,À Vendre,,,3,0.0
Tunis,,,À Louer,100.0,1.0,2,305000.0
Tunis,,,À Vendre,74.0,1.0,1,230000.0
Sousse,,Appartement,À Vendre,72.0,1.0,3,180000.0
Sousse,,,À Vendre,100.0,1.0,03,130000.0
Ariana,,,À Vendre,99.0,1.0,2,190000.0
Tunis,,,À Vendre,64.0,1.0,1,250000.0
Ariana,,,À Vendre,135.0,2.0,4,450.0
Ariana,,Appartement,À Vendre,163.0,2.0,3,640000.0
Tunis,,Appartement,À Vendre,0.0,2.0,3,0.0
Sfax,,Appartement,À Vendre,86.0,1.0,2,130000.0
Nabeul,,,À Vendre,137.11,1.0,2,0.0
Tunis,,Appartement,À Vendre,155.0,2.0,4,340000.0
Ben Arous,,Appartement,À Vendre,90.0,2.0,3,200000.0
Tunis,,Appartement,À Vendre,50.0,1.0,2,52.0
Béja,,Appartement,À Vendre,100.0,1.0,4,0.0
Sousse,,Appartement,À Vendre,117.0,1.0,2,240.0
Tunis,,,À Vendre,236.0,3.0,5,0.0
Sousse,,Appartement,À Vendre,119.0,,,385000.0
Sfax,,Appartement,À Vendre,100.0,1.0,3,80000.0
Tunis,,,À Vendre,200.0,2.0,3,950000.0
Monastir,,Appartement,À Vendre,97.0,1.0,3,145000.0
Ariana,,Appartement,À Vendre,95.0,1.0,3,210.0
Tunis,,,À Vendre,53.0,1.0,2,145000.0
Nabeul,,Appartement,À Vendre,100.0,1.0,2,150000.0
Ben Arous,,,À Vendre,107.0,1.0,2,170000.0
Tunis,,,À Vendre,178.0,1.0,3,500000.0
Sfax,,Appartement,À Vendre,80.0,1.0,4,85000.0
Ariana,,Appartement,À Vendre,112.0,1.0,2,255000.0
Tunis,,,À Vendre,1200.0,5.0,11,0.0
Ben Arous,,Appartement,À Vendre,135.0,2.0,3,240000.0
Ben Arous,,Appartement,,,,,129.0
Tunis,,Appartement,À Vendre,127.0,1.0,2,490000.0
Nabeul,,,À Vendre,150.0,0.0,3,495000.0
Sousse,,Appartement,À Vendre,80.0,1.0,2,140000.0
Sfax,,,À Vendre,148.0,2.0,3,1.0
Nabeul,,,À Vendre,1000.0,0.0,0,800.0
La Manouba,,,À Vendre,,,3,0.0
Ben Arous,,Appartement,À Vendre,113.0,1.0,2,2.0
Tunis,,Appartement,À Vendre,187.0,3.0,3,720000.0
Tunis,,,À Vendre,216.0,1.0,3,270000.0
Ben Arous,,Appartement,À Vendre,145.0,2.0,3,312000.0
Ben Arous,,Appartement,À Vendre,,,2,128000000.0
Ben Arous,,,À Vendre,125.0,2.0,2,185000.0
