Region,Type,Area,#Bathrooms,#Bedrooms,Price
La Manouba,Villa,350.0,2.0,4.0,130000.0
Nabeul,Villa,319.0,3.0,3.0,130000.0
Ariana,Villa,238.0,3.0,4.0,130000.0
Ben Arous,Villa,110.0,2.0,5.0,240000.0
Tunis,Villa,600.0,2.0,3.0,850000.0
Nabeul,Villa,300.0,3.0,4.0,950000.0
Ariana,Villa,235.0,1.0,4.0,270000.0
Sousse,Appartement,114.0,1.0,3.0,160000.0
Sousse,Villa,359.0,2.0,4.0,330000.0
Ariana,Villa,350.0,2.0,3.0,140000.0
Tunis,Villa,615.0,5.0,6.0,130000.0
Tunis,Appartement,110.0,2.0,4.0,130000.0
Sfax,Villa,170.0,1.0,3.0,130000.0
Nabeul,Villa,164.0,3.0,4.0,700000.0
Ben Arous,Villa,325.0,2.0,4.0,450000.0
Mahdia,Villa,400.0,2.0,3.0,130000.0
Sousse,Villa,350.0,2.0,5.0,130000.0
Ben Arous,Villa,409.0,3.0,3.0,900000.0
Tunis,Villa,412.0,2.0,4.0,700000.0
La Manouba,Villa,300.0,2.0,4.0,499000.0
Ben Arous,Villa,240.0,1.0,3.0,330000.0
Ben Arous,Villa,590.0,4.0,5.0,790000.0
Ben Arous,Villa,429.0,3.0,6.0,650000.0
Tunis,Appartement,117.0,1.0,2.0,210000.0
Ben Arous,Villa,354.0,2.0,3.0,700000.0
Ben Arous,Villa,200.0,1.0,3.0,130000.0
Tunis,Villa,90.0,1.0,3.0,400000.0
Bizerte,Villa,519.0,1.0,4.0,130000.0
Sfax,Villa,1000.0,2.0,3.0,650000.0
Tunis,Villa,85.0,2.0,4.0,130000.0
Ben Arous,Villa,354.0,1.0,4.0,700000.0
Ariana,Villa,450.0,2.0,5.0,850000.0
Tunis,Villa,117.0,1.0,3.0,460000.0
Médenine,Villa,450.0,4.0,3.0,130000.0
Ariana,Appartement,257.0,1.0,3.0,130000.0
Nabeul,Villa,1000.0,3.0,6.0,2100000.0
Nabeul,Villa,350.0,5.0,4.0,600000.0
Ben Arous,Villa,300.0,2.0,3.0,350000.0
Bizerte,Villa,95.0,1.0,3.0,130000.0
Ariana,Villa,100.0,3.0,7.0,130000.0
Ben Arous,Villa,372.0,1.0,4.0,130000.0
Ben Arous,Villa,102.0,2.0,6.0,199000.0
Tunis,Villa,140.0,2.0,6.0,420000.0
Tunis,Villa,204.0,2.0,3.0,300000.0
Ben Arous,Villa,200.0,3.0,8.0,255000.0
Sousse,Villa,300.0,3.0,8.0,130000.0
Sfax,Villa,770.0,1.0,5.0,130000.0
Nabeul,Villa,186.0,1.0,3.0,130000.0
Sousse,Villa,400.0,2.0,4.0,900000.0
Ben Arous,Villa,128.0,2.0,4.0,130000.0
Ariana,Villa,200.0,1.0,3.0,350000.0
Tunis,Appartement,700.0,2.0,4.0,900000.0
Ben Arous,Villa,300.0,3.0,6.0,650000.0
La Manouba,Villa,400.0,3.0,4.0,680000.0
Tunis,Villa,500.0,2.0,5.0,2300000.0
Ben Arous,Villa,278.0,1.0,3.0,500000.0
Gafsa,Villa,150.0,2.0,5.0,130000.0
Ariana,Villa,150.0,2.0,4.0,340000.0
Médenine,Villa,456.0,2.0,4.0,130000.0
Nabeul,Appartement,500.0,1.0,2.0,130000.0
Ben Arous,Villa,412.0,1.0,4.0,460000.0
Ariana,Villa,500.0,4.0,6.0,450000.0
Bizerte,Villa,215.0,1.0,4.0,219999.0
Ariana,Appartement,90.0,1.0,2.0,130000.0
Tunis,Villa,255.0,2.0,4.0,210000.0
Tunis,Villa,603.0,2.0,5.0,130000.0
Sousse,Villa,330.0,1.0,3.0,215000.0
Ben Arous,Appartement,378.0,1.0,3.0,270000.0
La Manouba,Villa,350.0,2.0,2.0,130000.0
Tunis,Villa,304.0,1.0,4.0,130000.0
Tunis,Villa,133.0,1.0,4.0,200000.0
Sousse,Villa,140.0,2.0,3.0,130000.0
Nabeul,Villa,130.0,1.0,3.0,130000.0
La Manouba,Villa,300.0,2.0,3.0,130000.0
Nabeul,Villa,385.0,4.0,5.0,130000.0
Sfax,Villa,758.0,3.0,5.0,570000.0
Ben Arous,Villa,530.0,2.0,6.0,130000.0
Ariana,Villa,320.0,5.0,6.0,1100000.0
Ben Arous,Villa,260.0,1.0,3.0,485000.0
Tunis,Villa,90.0,1.0,3.0,130000.0
Nabeul,Villa,290.0,4.0,5.0,130000.0
Kairouan,Villa,250.0,2.0,4.0,360000.0
Siliana,Villa,350.0,1.0,3.0,130000.0
Médenine,Appartement,170.0,1.0,3.0,130000.0
Sfax,Villa,425.0,2.0,6.0,310000.0
Ariana,Villa,220.0,2.0,5.0,280000.0
Ben Arous,Appartement,166.0,1.0,3.0,168998.0
Sfax,Villa,600.0,1.0,5.0,130000.0
Ben Arous,Villa,203.0,3.0,4.0,130000.0
Ben Arous,Villa,640.0,2.0,6.0,130000.0
Sousse,Villa,200.0,1.0,3.0,200000.0
Bizerte,Appartement,147.0,1.0,3.0,130000.0
Nabeul,Villa,202.0,2.0,5.0,400000.0
Gabès,Villa,390.0,2.0,3.0,300000.0
Gabès,Villa,520.0,3.0,6.0,130000.0
Ariana,Villa,300.0,4.0,6.0,130000.0
Nabeul,Villa,288.0,3.0,6.0,650000.0
Ariana,Villa,470.0,2.0,5.0,870000.0
Nabeul,Villa,816.0,2.0,4.0,480000.0
Ariana,Appartement,90.0,2.0,4.0,190000.0
Ben Arous,Villa,600.0,3.0,4.0,850000.0
Ben Arous,Appartement,200.0,2.0,2.0,300000.0
Nabeul,Villa,140.0,1.0,3.0,200000.0
La Manouba,Villa,260.0,2.0,4.0,950000.0
Tunis,Villa,470.0,3.0,5.0,1300000.0
Sousse,Villa,450.0,2.0,4.0,750000.0
Tunis,Villa,1059.0,1.0,4.0,2300000.0
Tunis,Villa,115.0,2.0,4.0,275000.0
Gafsa,Villa,350.0,2.0,6.0,130000.0
Ariana,Villa,480.0,2.0,7.0,460000.0
Gafsa,Villa,220.0,2.0,4.0,280000.0
Bizerte,Villa,202.0,4.0,6.0,520000.0
Nabeul,Villa,650.0,2.0,4.0,130000.0
La Manouba,Villa,690.0,3.0,7.0,520000.0
Nabeul,Villa,345.0,3.0,4.0,780000.0
Nabeul,Villa,505.0,2.0,5.0,1049998.0
Nabeul,Appartement,400.0,1.0,2.0,300000.0
Nabeul,Appartement,750.0,2.0,4.0,130000.0
Ben Arous,Villa,385.0,5.0,6.0,400000.0
La Manouba,Appartement,119.0,2.0,3.0,370000.0
Ben Arous,Villa,195.0,1.0,5.0,380000.0
Sidi Bouzid,Villa,400.0,2.0,3.0,130000.0
Tunis,Villa,170.0,2.0,4.0,130000.0
Ariana,Villa,481.0,2.0,4.0,1190000.0
Tunis,Villa,207.0,1.0,3.0,130000.0
Béja,Villa,200.0,1.0,4.0,130000.0
Nabeul,Villa,300.0,3.0,4.0,600000.0
Tunis,Villa,108.0,1.0,2.0,130000.0
Ben Arous,Villa,100.0,2.0,5.0,130000.0
Ariana,Villa,550.0,3.0,7.0,450000.0
La Manouba,Villa,280.0,3.0,7.0,130000.0
Médenine,Villa,220.0,4.0,5.0,820000.0
Tunis,Villa,1000.0,3.0,7.0,2200000.0
Tunis,Villa,145.0,3.0,7.0,550000.0
Bizerte,Appartement,95.0,1.0,2.0,350000.0
Sfax,Villa,350.0,1.0,4.0,700000.0
Tunis,Villa,294.0,3.0,5.0,640000.0
Nabeul,Villa,350.0,2.0,8.0,130000.0
Sfax,Villa,650.0,1.0,3.0,250000.0
Tunis,Villa,90.0,1.0,2.0,235000.0
Ben Arous,Villa,270.0,2.0,6.0,550000.0
Tunis,Villa,128.0,3.0,7.0,399999.0
Ben Arous,Villa,103.0,1.0,2.0,239000.0
Ben Arous,Villa,500.0,2.0,6.0,630000.0
Ben Arous,Appartement,300.0,2.0,3.0,328000.0
Ben Arous,Appartement,200.0,1.0,1.0,248000.0
Ben Arous,Appartement,750.0,2.0,4.0,950000.0
Ben Arous,Villa,400.0,2.0,4.0,890000.0
Sousse,Villa,200.0,2.0,3.0,380000.0
Sousse,Villa,350.0,1.0,4.0,424000.0
Tunis,Villa,505.0,2.0,5.0,720000.0
Sousse,Villa,70.0,2.0,3.0,180000.0
Tunis,Villa,450.0,2.0,4.0,700000.0
Gabès,Appartement,150.0,1.0,4.0,130000.0
La Manouba,Villa,432.0,2.0,3.0,130000.0
Ariana,Villa,206.0,3.0,4.0,130000.0
Ben Arous,Villa,122.0,2.0,3.0,170000.0
Tunis,Villa,143.0,1.0,3.0,130000.0
Ben Arous,Villa,705.0,3.0,5.0,975000.0
La Manouba,Villa,110.0,2.0,4.0,130000.0
Ariana,Appartement,169.0,1.0,7.0,380000.0
Nabeul,Villa,514.0,6.0,5.0,130000.0
Sfax,Villa,700.0,1.0,6.0,130000.0
Ariana,Villa,500.0,1.0,4.0,500000.0
Ariana,Villa,400.0,5.0,5.0,130000.0
Tunis,Villa,150.0,1.0,2.0,2300000.0
Tunis,Villa,145.0,1.0,3.0,250000.0
La Manouba,Villa,350.0,2.0,6.0,130000.0
Ben Arous,Villa,410.0,1.0,3.0,2300000.0
Ben Arous,Villa,415.0,1.0,3.0,460000.0
Tunis,Villa,387.0,2.0,6.0,250000.0
Ben Arous,Villa,387.0,2.0,5.0,480000.0
Ben Arous,Villa,618.0,2.0,5.0,580000.0
Ariana,Villa,250.0,3.0,4.0,295000.0
Ben Arous,Villa,315.0,1.0,4.0,550000.0
Tunis,Villa,402.0,2.0,6.0,950000.0
Sousse,Villa,131.0,2.0,6.0,400000.0
Ariana,Villa,100.0,3.0,5.0,380000.0
Sousse,Villa,110.0,1.0,3.0,245000.0
Sousse,Villa,350.0,2.0,3.0,179998.0
Ben Arous,Appartement,76.0,1.0,2.0,130000.0
Tunis,Villa,300.0,3.0,6.0,950000.0
Tunis,Villa,350.0,2.0,4.0,650000.0
Ariana,Villa,958.0,3.0,4.0,2000000.0
Ariana,Villa,530.0,4.0,6.0,1500000.0
Ariana,Villa,1000.0,1.0,4.0,130000.0
Ben Arous,Appartement,200.0,2.0,6.0,130000.0
Tunis,Villa,316.0,4.0,6.0,1500000.0
Bizerte,Villa,350.0,2.0,2.0,130000.0
Ben Arous,Appartement,260.0,2.0,2.0,359999.0
Le Kef,Villa,580.0,2.0,3.0,370000.0
Mahdia,Villa,80.0,1.0,2.0,130000.0
Ariana,Villa,415.0,5.0,5.0,1480000.0
Nabeul,Villa,380.0,5.0,5.0,1150000.0
Tunis,Appartement,120.0,1.0,4.0,130000.0
Tunis,Villa,510.0,2.0,7.0,950000.0
Ben Arous,Villa,510.0,4.0,6.0,850000.0
Tunis,Villa,90.0,1.0,4.0,130000.0
Tunis,Appartement,140.0,1.0,2.0,130000.0
Nabeul,Villa,500.0,3.0,4.0,550000.0
Le Kef,Villa,550.0,2.0,4.0,365000.0
Tunis,Villa,115.0,2.0,6.0,130000.0
Le Kef,Villa,200.0,1.0,3.0,150000.0
Béja,Villa,477.0,5.0,8.0,550000.0
Sfax,Villa,350.0,1.0,2.0,130000.0
Sousse,Villa,380.0,2.0,3.0,130000.0
Ben Arous,Appartement,200.0,2.0,3.0,370000.0
Le Kef,Appartement,500.0,1.0,3.0,350000.0
Kairouan,Appartement,200.0,1.0,3.0,230000.0
Le Kef,Villa,750.0,2.0,4.0,700000.0
Tunis,Villa,388.0,1.0,3.0,1400000.0
Sfax,Villa,400.0,3.0,3.0,360000.0
Sfax,Villa,406.0,1.0,3.0,180000.0
Tunis,Villa,105.0,2.0,4.0,160000.0
Ariana,Villa,440.0,2.0,4.0,1300000.0
Tunis,Villa,160.0,2.0,3.0,480000.0
Nabeul,Villa,640.0,2.0,7.0,130000.0
Ariana,Villa,220.0,5.0,8.0,900000.0
Ben Arous,Villa,350.0,2.0,4.0,210000.0
Ariana,Villa,480.0,2.0,4.0,680000.0
Nabeul,Appartement,174.0,1.0,4.0,250000.0
Ben Arous,Villa,350.0,1.0,3.0,480000.0
Tunis,Villa,300.0,2.0,4.0,500000.0
Mahdia,Villa,350.0,1.0,4.0,130000.0
Nabeul,Villa,269.0,1.0,2.0,130000.0
Jendouba,Villa,120.0,1.0,3.0,130000.0
Sousse,Appartement,360.0,2.0,3.0,130000.0
Ariana,Villa,230.0,4.0,4.0,355000.0
Tunis,Villa,422.0,2.0,7.0,1450000.0
Tunis,Villa,200.0,3.0,6.0,220000.0
Nabeul,Villa,250.0,2.0,4.0,130000.0
Sousse,Villa,150.0,2.0,5.0,130000.0
Ariana,Villa,542.0,4.0,4.0,130000.0
Médenine,Villa,375.0,2.0,5.0,130000.0
Ben Arous,Villa,146.0,2.0,5.0,330000.0
Ben Arous,Villa,100.0,2.0,6.0,300000.0
Tunis,Villa,480.0,3.0,5.0,1100000.0
Sfax,Villa,670.0,4.0,4.0,130000.0
Sousse,Villa,300.0,1.0,3.0,130000.0
Nabeul,Appartement,133.0,2.0,3.0,130000.0
Nabeul,Villa,170.0,1.0,3.0,130000.0
Bizerte,Villa,550.0,3.0,5.0,130000.0
Tunis,Villa,580.0,4.0,8.0,880000.0
Ben Arous,Villa,341.0,2.0,2.0,130000.0
Tozeur,Villa,800.0,2.0,4.0,800000.0
Ariana,Villa,190.0,2.0,3.0,590000.0
Nabeul,Villa,72.0,2.0,1.0,130000.0
Tunis,Villa,278.0,1.0,3.0,1100000.0
Ariana,Villa,500.0,3.0,4.0,1350000.0
Ariana,Villa,350.0,2.0,4.0,2300000.0
La Manouba,Appartement,105.0,1.0,2.0,130000.0
Ben Arous,Villa,381.0,1.0,1.0,130000.0
Ben Arous,Villa,213.0,1.0,3.0,130000.0
Ariana,Villa,646.0,2.0,5.0,1500000.0
Nabeul,Villa,500.0,2.0,4.0,130000.0
Bizerte,Villa,333.0,1.0,4.0,130000.0
Ariana,Villa,214.0,1.0,1.0,165000.0
Ben Arous,Villa,270.0,4.0,6.0,130000.0
Ben Arous,Villa,204.0,3.0,6.0,350000.0
Sfax,Appartement,100.0,1.0,2.0,149000.0
Ben Arous,Villa,326.0,2.0,5.0,130000.0
Kairouan,Villa,392.0,3.0,3.0,620000.0
Nabeul,Villa,300.0,3.0,4.0,130000.0
Tunis,Villa,246.0,2.0,6.0,130000.0
Nabeul,Appartement,193.0,1.0,4.0,250000.0
Kairouan,Villa,222.0,1.0,4.0,130000.0
Nabeul,Villa,500.0,4.0,4.0,130000.0
Sousse,Villa,265.0,5.0,6.0,920000.0
Nabeul,Villa,300.0,4.0,3.0,130000.0
Ben Arous,Villa,400.0,2.0,3.0,600000.0
Tunis,Appartement,210.0,2.0,3.0,600000.0
Sfax,Appartement,339.0,1.0,3.0,320000.0
Tunis,Villa,110.0,1.0,2.0,130000.0
Tunis,Villa,126.0,1.0,1.0,250000.0
Nabeul,Villa,275.0,4.0,2.0,820000.0
Ben Arous,Villa,350.0,2.0,3.0,130000.0
Nabeul,Villa,300.0,2.0,3.0,130000.0
Ben Arous,Villa,248.0,2.0,5.0,130000.0
Nabeul,Villa,250.0,2.0,3.0,750000.0
Ariana,Villa,436.0,1.0,3.0,350000.0
Tunis,Villa,412.0,3.0,4.0,2300000.0
La Manouba,Villa,200.0,1.0,3.0,175000.0
Tunis,Villa,1074.0,5.0,6.0,1600000.0
Tunis,Appartement,380.0,2.0,4.0,450000.0
Nabeul,Villa,177.0,2.0,5.0,130000.0
Tunis,Villa,340.0,1.0,1.0,130000.0
Sousse,Villa,380.0,2.0,6.0,850000.0
Tunis,Villa,475.0,2.0,4.0,700000.0
Nabeul,Appartement,555.0,1.0,3.0,2300000.0
Nabeul,Villa,306.0,4.0,3.0,130000.0
Nabeul,Villa,100.0,2.0,2.0,130000.0
Nabeul,Villa,900.0,4.0,6.0,2100000.0
Nabeul,Appartement,200.0,2.0,2.0,350000.0
Tunis,Villa,1100.0,6.0,5.0,2300000.0
Jendouba,Villa,350.0,1.0,4.0,960000.0
Ariana,Villa,400.0,2.0,4.0,860000.0
Nabeul,Villa,350.0,2.0,4.0,130000.0
Monastir,Appartement,160.0,2.0,3.0,280000.0
Tunis,Villa,228.0,3.0,4.0,600000.0
Tunis,Appartement,430.0,3.0,5.0,880000.0
Tunis,Appartement,105.0,2.0,2.0,650000.0
Tunis,Villa,650.0,2.0,5.0,850000.0
Sfax,Villa,350.0,1.0,4.0,360000.0
La Manouba,Villa,499.0,1.0,4.0,130000.0
Ariana,Villa,150.0,1.0,4.0,130000.0
Ben Arous,Villa,600.0,2.0,4.0,950000.0
Gabès,Villa,116.0,1.0,2.0,130000.0
Ariana,Villa,103.0,1.0,3.0,195000.0
Sousse,Villa,237.0,1.0,2.0,130000.0
Sfax,Villa,400.0,2.0,4.0,530000.0
Tunis,Villa,235.0,3.0,4.0,900000.0
Sousse,Villa,492.0,3.0,3.0,900000.0
Ariana,Villa,750.0,4.0,5.0,1100000.0
Ben Arous,Villa,550.0,3.0,6.0,1200000.0
Médenine,Villa,395.0,2.0,3.0,130000.0
Médenine,Villa,422.0,1.0,3.0,130000.0
La Manouba,Villa,400.0,3.0,5.0,130000.0
Sousse,Villa,387.0,2.0,4.0,650000.0
Le Kef,Villa,235.0,2.0,3.0,130000.0
Ben Arous,Appartement,90.0,1.0,2.0,130000.0
Nabeul,Villa,148.0,2.0,4.0,130000.0
Le Kef,Villa,264.0,1.0,4.0,155000.0
Ariana,Villa,240.0,1.0,3.0,130000.0
Monastir,Villa,1020.0,5.0,8.0,130000.0
Tunis,Villa,165.0,2.0,4.0,130000.0
Ben Arous,Appartement,230.0,2.0,4.0,130000.0
Tunis,Villa,760.0,4.0,4.0,130000.0
Sfax,Villa,820.0,1.0,4.0,549999.0
Bizerte,Villa,243.0,2.0,2.0,350000.0
Tunis,Villa,888.0,3.0,7.0,130000.0
Sousse,Villa,252.0,2.0,3.0,130000.0
Sousse,Villa,580.0,1.0,2.0,850000.0
Monastir,Villa,750.0,2.0,5.0,2300000.0
Sousse,Villa,525.0,2.0,4.0,1350000.0
Sousse,Villa,483.0,4.0,3.0,1700000.0
Sousse,Villa,777.0,2.0,4.0,2300000.0
La Manouba,Villa,542.0,2.0,4.0,130000.0
Ben Arous,Villa,110.0,1.0,2.0,130000.0
Ariana,Villa,542.0,1.0,3.0,130000.0
Nabeul,Villa,170.0,1.0,3.0,180000.0
Gabès,Villa,506.0,1.0,3.0,250000.0
La Manouba,Villa,500.0,3.0,4.0,130000.0
Tunis,Villa,454.0,2.0,4.0,1080000.0
Ariana,Villa,740.0,1.0,3.0,130000.0
Ariana,Villa,500.0,3.0,5.0,1300000.0
Tunis,Villa,114.0,1.0,2.0,325000.0
Ariana,Villa,350.0,2.0,3.0,299999.0
Ben Arous,Villa,340.0,2.0,3.0,130000.0
Nabeul,Villa,134.0,2.0,4.0,150000.0
Sousse,Villa,385.0,3.0,6.0,900000.0
Kairouan,Villa,214.0,1.0,3.0,350000.0
Sousse,Appartement,297.0,1.0,4.0,424000.0
Nabeul,Villa,900.0,4.0,6.0,2000000.0
Sousse,Villa,350.0,2.0,4.0,650000.0
Ben Arous,Villa,100.0,1.0,2.0,165000.0
Tunis,Villa,299.0,2.0,5.0,520000.0
Zaghouan,Villa,170.0,2.0,5.0,390000.0
Zaghouan,Villa,150.0,1.0,3.0,220000.0
Ariana,Villa,500.0,5.0,4.0,1150000.0
Tunis,Villa,142.0,2.0,3.0,130000.0
Sousse,Villa,378.0,2.0,5.0,130000.0
La Manouba,Villa,134.0,1.0,5.0,160000.0
Ben Arous,Villa,700.0,3.0,5.0,1600000.0
Tunis,Appartement,100.0,2.0,1.0,250000.0
La Manouba,Villa,500.0,2.0,3.0,520000.0
Sousse,Villa,500.0,3.0,4.0,1600000.0
Ben Arous,Appartement,100.0,2.0,4.0,155000.0
Nabeul,Villa,189.0,2.0,3.0,260000.0
Médenine,Villa,253.0,2.0,4.0,240000.0
Ariana,Villa,100.0,2.0,3.0,130000.0
La Manouba,Villa,1000.0,2.0,4.0,580000.0
Sousse,Villa,155.0,1.0,3.0,350000.0
Sousse,Villa,184.0,2.0,4.0,130000.0
Tunis,Villa,563.0,2.0,4.0,1300000.0
Tunis,Villa,622.0,4.0,8.0,1450000.0
Sousse,Villa,106.0,2.0,4.0,298000.0
Ariana,Villa,133.0,2.0,3.0,130000.0
Ariana,Villa,750.0,1.0,4.0,1300000.0
Ben Arous,Villa,210.0,2.0,3.0,400000.0
Ariana,Villa,250.0,1.0,2.0,285000.0
Tunis,Villa,425.0,3.0,6.0,1400000.0
Tunis,Villa,205.0,2.0,3.0,600000.0
La Manouba,Villa,150.0,1.0,4.0,300000.0
Mahdia,Villa,246.0,2.0,6.0,550000.0
Tunis,Villa,205.0,2.0,5.0,130000.0
Tunis,Appartement,125.0,1.0,2.0,375000.0
Nabeul,Villa,350.0,2.0,3.0,750000.0
Sousse,Villa,500.0,1.0,3.0,130000.0
Ariana,Villa,370.0,2.0,3.0,130000.0
Nabeul,Villa,280.0,2.0,5.0,130000.0
Nabeul,Villa,850.0,1.0,3.0,900000.0
Ben Arous,Villa,566.0,2.0,3.0,130000.0
Nabeul,Appartement,420.0,1.0,2.0,330000.0
Ariana,Villa,520.0,1.0,4.0,1111111.0
Sfax,Appartement,1000.0,1.0,4.0,130000.0
Jendouba,Villa,92.0,1.0,3.0,130000.0
Sousse,Villa,200.0,2.0,7.0,430000.0
La Manouba,Villa,103.0,2.0,6.0,200000.0
Tunis,Villa,350.0,3.0,4.0,200000.0
Nabeul,Villa,200.0,5.0,4.0,590000.0
Sousse,Villa,150.0,1.0,2.0,130000.0
Sidi Bouzid,Villa,300.0,1.0,3.0,130000.0
La Manouba,Villa,252.0,2.0,3.0,285000.0
Nabeul,Villa,405.0,2.0,5.0,850000.0
Nabeul,Villa,500.0,3.0,4.0,1200000.0
Ariana,Villa,270.0,4.0,7.0,450000.0
Sousse,Villa,246.0,1.0,3.0,172000.0
Ben Arous,Villa,140.0,1.0,2.0,280000.0
Ben Arous,Villa,580.0,1.0,3.0,130000.0
Tunis,Appartement,444.0,2.0,3.0,380000.0
Sousse,Villa,492.0,2.0,4.0,850000.0
Sousse,Villa,250.0,2.0,4.0,980000.0
Ariana,Villa,834.0,4.0,6.0,2300000.0
Tunis,Villa,350.0,2.0,4.0,1800000.0
Nabeul,Villa,500.0,1.0,4.0,130000.0
Ben Arous,Villa,350.0,2.0,4.0,580000.0
La Manouba,Villa,400.0,4.0,6.0,130000.0
Ben Arous,Villa,200.0,2.0,4.0,750000.0
Nabeul,Villa,240.0,3.0,4.0,630000.0
Nabeul,Villa,218.0,2.0,4.0,460000.0
Nabeul,Villa,143.0,2.0,3.0,160000.0
Tunis,Villa,470.0,2.0,8.0,520000.0
Gafsa,Villa,444.0,1.0,4.0,500000.0
Ariana,Villa,400.0,1.0,5.0,130000.0
Ariana,Villa,850.0,6.0,6.0,2000000.0
Tunis,Appartement,200.0,2.0,3.0,900000.0
Tunis,Villa,270.0,2.0,6.0,1160000.0
Tunis,Villa,400.0,1.0,2.0,800000.0
La Manouba,Villa,140.0,2.0,3.0,210000.0
Sousse,Villa,180.0,1.0,3.0,230000.0
Sousse,Villa,150.0,2.0,4.0,150000.0
Sousse,Appartement,120.0,2.0,3.0,500000.0
Tunis,Villa,450.0,2.0,6.0,750000.0
Sousse,Villa,155.0,2.0,2.0,225000.0
Sousse,Villa,446.0,2.0,2.0,560000.0
Sousse,Villa,210.0,1.0,1.0,130000.0
Sousse,Appartement,320.0,2.0,3.0,130000.0
Ben Arous,Villa,305.0,2.0,6.0,450000.0
Tunis,Villa,540.0,4.0,8.0,130000.0
Sousse,Appartement,400.0,1.0,3.0,300000.0
Ben Arous,Villa,500.0,3.0,5.0,750000.0
Ariana,Villa,350.0,2.0,4.0,600000.0
Nabeul,Villa,300.0,2.0,4.0,130000.0
Sfax,Villa,220.0,2.0,5.0,130000.0
Nabeul,Villa,350.0,2.0,4.0,330000.0
Bizerte,Villa,120.0,2.0,4.0,250000.0
Nabeul,Villa,350.0,2.0,3.0,850000.0
Nabeul,Villa,460.0,3.0,4.0,130000.0
Ben Arous,Villa,90.0,1.0,2.0,130000.0
Sousse,Appartement,360.0,3.0,5.0,520000.0
Sousse,Villa,120.0,1.0,3.0,130000.0
Tunis,Villa,255.0,4.0,6.0,250000.0
Bizerte,Villa,162.0,2.0,4.0,330000.0
Nabeul,Villa,324.0,2.0,3.0,1050000.0
Tunis,Villa,415.0,2.0,3.0,590000.0
Ben Arous,Villa,494.0,2.0,4.0,130000.0
Nabeul,Villa,143.0,2.0,3.0,130000.0
Ben Arous,Villa,500.0,2.0,6.0,800000.0
Tunis,Villa,900.0,2.0,4.0,2300000.0
Bizerte,Appartement,234.0,2.0,4.0,150000.0
Ben Arous,Villa,100.0,1.0,1.0,130000.0
La Manouba,Villa,350.0,1.0,4.0,330000.0
La Manouba,Villa,340.0,5.0,8.0,130000.0
Sfax,Villa,800.0,2.0,7.0,130000.0
Médenine,Villa,200.0,4.0,3.0,130000.0
Médenine,Villa,270.0,2.0,4.0,130000.0
Ariana,Villa,350.0,2.0,3.0,130000.0
Sousse,Villa,425.0,2.0,3.0,800000.0
Tunis,Appartement,152.0,1.0,3.0,220000.0
Ben Arous,Villa,273.0,2.0,4.0,580000.0
Sousse,Villa,360.0,1.0,2.0,330000.0
Zaghouan,Villa,350.0,1.0,4.0,130000.0
Nabeul,Villa,269.0,2.0,3.0,2300000.0
Nabeul,Appartement,95.0,1.0,2.0,245000.0
Nabeul,Villa,220.0,1.0,1.0,280000.0
Nabeul,Villa,189.0,1.0,3.0,260000.0
Sidi Bouzid,Villa,427.0,1.0,3.0,600000.0
Nabeul,Villa,204.0,2.0,3.0,670000.0
Kairouan,Villa,280.0,1.0,3.0,130000.0
La Manouba,Villa,264.0,1.0,4.0,350000.0
Médenine,Villa,350.0,2.0,3.0,130000.0
Tunis,Villa,580.0,3.0,6.0,1800000.0
Sousse,Villa,250.0,2.0,3.0,320000.0
Sousse,Villa,350.0,5.0,8.0,950000.0
Nabeul,Villa,350.0,3.0,6.0,600000.0
Ben Arous,Villa,420.0,2.0,4.0,130000.0
Nabeul,Villa,496.0,4.0,6.0,130000.0
Nabeul,Villa,345.0,3.0,2.0,130000.0
Nabeul,Villa,150.0,2.0,2.0,130000.0
Nabeul,Appartement,100.0,1.0,2.0,240000.0
Nabeul,Villa,345.0,3.0,4.0,845000.0
Tunis,Villa,440.0,3.0,8.0,900000.0
Ariana,Villa,370.0,4.0,5.0,1400000.0
Tunis,Villa,750.0,5.0,5.0,130000.0
Ariana,Villa,370.0,3.0,7.0,900000.0
Bizerte,Villa,300.0,3.0,4.0,130000.0
Ariana,Appartement,120.0,1.0,4.0,130000.0
Tunis,Villa,350.0,2.0,4.0,280000.0
Sousse,Villa,175.0,1.0,3.0,130000.0
Ben Arous,Villa,100.0,2.0,6.0,370000.0
Nabeul,Villa,200.0,1.0,2.0,320000.0
Nabeul,Villa,278.0,3.0,5.0,130000.0
La Manouba,Appartement,153.0,1.0,3.0,435000.0
Ariana,Appartement,185.0,1.0,4.0,460000.0
Ben Arous,Villa,126.0,2.0,3.0,130000.0
Ariana,Appartement,100.0,1.0,2.0,150000.0
Nabeul,Villa,605.0,5.0,5.0,690000.0
Ben Arous,Villa,460.0,2.0,4.0,720000.0
Sfax,Villa,543.0,1.0,4.0,130000.0
Tunis,Appartement,200.0,2.0,3.0,480000.0
Ben Arous,Villa,485.0,2.0,3.0,280000.0
Ariana,Villa,270.0,4.0,6.0,570000.0
Ben Arous,Villa,370.0,2.0,4.0,379999.0
Ariana,Villa,640.0,5.0,4.0,130000.0
Sfax,Villa,850.0,2.0,4.0,350000.0
Ariana,Appartement,150.0,2.0,3.0,360000.0
Ariana,Appartement,177.0,2.0,4.0,400000.0
Ariana,Appartement,150.0,3.0,3.0,400000.0
